food_code,food_name,scientific_name,food_group,regions_measured,energy_kcal,water_g,protein_g,fat_g,carbohydrate_g,fiber_g,iron_mg,calcium_mg,zinc_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,vitamin_c_mg,thiamine_b1_mg,riboflavin_b2_mg,niacin_b3_mg,vitamin_b6_mg,folate_b9_ug,vitamin_a_retinol_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k1_ug,vitamin_b12_ug
P079,Sole fish,Cynoglossus arel,Marine Fish,1,87.7,80.18,19.05,1.18,0.0,0.0,0.33,47.28,0.17,27.96,123.0,199.0,74.57,0.0,0.01,0.02,0.47,68.89,0.0,9.53,1.12,0.18,0.0,not measured in IFCT 2017
P080,Stingray,Dasyatis pastinaca,Marine Fish,1,97.5,75.67,23.98,0.68,0.0,0.0,0.74,9.16,0.44,24.61,174.0,270.0,64.14,0.0,0.03,0.02,2.74,214.0,0.0,7.55,0.67,0.28,0.0,not measured in IFCT 2017
P081,Tarlava,Drepane punctata,Marine Fish,2,98.9,76.76,21.72,1.2,0.0,0.0,0.53,11.68,0.31,30.1,199.0,370.0,67.4,0.0,0.04,0.04,2.13,149.0,0.0,5.32,2.35,0.52,0.0,not measured in IFCT 2017
P082,Tholam,Plectorhinchus schotaf,Marine Fish,2,103.3,76.2,20.78,2.13,0.0,0.0,0.6,11.4,0.36,26.14,241.0,382.0,28.0,0.0,0.04,0.03,2.74,160.0,0.0,250.0,2.8,0.6,0.0,not measured in IFCT 2017
P083,Tilapia,Oreochromis niloticus,Marine Fish,1,83.4,79.57,18.48,1.08,0.0,0.0,2.84,99.39,0.88,24.56,184.0,255.0,52.55,0.0,0.02,0.18,1.4,176.0,0.0,17.14,0.85,1.86,0.0,not measured in IFCT 2017
P084,Tuna,Euthynnus affinis,Marine Fish,5,112.3,72.12,24.5,1.44,0.0,0.0,1.6,9.82,0.69,35.85,292.0,357.0,52.89,0.0,0.06,0.07,4.73,68.24,0.0,16.65,0.11,0.57,0.0,not measured in IFCT 2017
P085,"Tuna, striped",Katsuwonus pelamis,Marine Fish,1,96.3,77.76,21.28,1.12,0.0,0.0,1.43,6.45,0.46,26.02,209.0,273.0,22.6,0.0,0.07,0.15,5.04,122.0,0.0,21.01,0.65,0.14,0.0,not measured in IFCT 2017
P086,Valava,Chirocentrus nudus,Marine Fish,1,98.0,77.25,21.8,1.06,0.0,0.0,0.24,37.06,0.42,39.05,229.0,365.0,91.91,0.0,0.13,0.02,0.86,104.0,0.0,1.25,0.25,0.31,0.0,not measured in IFCT 2017
P087,Vanjaram,Scomberomorus commerson,Marine Fish,2,136.2,72.3,22.28,5.18,0.0,0.0,0.41,9.85,0.74,36.73,302.0,473.0,34.85,0.0,0.03,0.07,3.46,163.0,0.0,81.9,1.57,0.67,0.0,not measured in IFCT 2017
P088,Vela meen,Aprion virescens,Marine Fish,1,128.3,71.82,22.16,4.34,0.0,0.0,0.64,14.9,0.36,31.93,280.0,387.0,38.15,0.0,0.05,0.04,5.15,97.92,0.0,3.03,0.92,0.44,0.0,not measured in IFCT 2017
P089,Vora,Siganus javus,Marine Fish,2,100.9,76.94,20.14,2.14,0.0,0.0,0.27,7.64,0.29,32.27,246.0,401.0,43.66,0.0,0.06,0.07,3.72,121.0,0.0,3.2,0.6,0.65,0.0,not measured in IFCT 2017
P090,Whale shark,Galeocerdo cuvier,Marine Fish,1,95.8,77.59,21.83,0.82,0.0,0.0,0.33,8.32,0.38,20.61,274.0,365.0,116.0,0.0,0.06,0.04,2.9,125.0,0.0,1.97,1.82,0.17,0.0,not measured in IFCT 2017
P091,Xiphinis,Xiphias gladius,Marine Fish,1,88.4,79.22,19.82,0.88,0.0,0.0,0.54,12.08,0.56,26.38,255.0,306.0,66.21,0.0,0.06,0.05,3.24,65.79,0.0,1.14,0.02,0.76,0.0,not measured in IFCT 2017
P092,"Eggs, cat fish",Ompok bimaculatus,Marine Fish,1,143.4,69.34,24.68,5.28,0.0,0.0,6.65,61.69,3.11,59.93,445.0,252.0,54.83,0.0,0.0,0.19,1.09,148.0,0.0,2.55,2.8,0.28,0.0,not measured in IFCT 2017
Q001,Crab,Menippe mercenaria,Marine Shellfish,1,82.0,79.77,10.23,1.41,0.0,0.0,1.1,128.0,0.76,38.04,100.0,171.0,244.0,0.0,0.01,0.1,1.66,120.0,0.0,1.55,0.21,6.33,0.0,not measured in IFCT 2017
Q002,"Crab, sea",Portunus sanguinolentus,Marine Shellfish,1,67.6,79.67,15.36,0.6,0.0,0.0,0.98,333.0,3.07,80.04,193.0,252.0,313.0,0.0,0.05,0.06,0.97,117.0,0.0,5.02,0.63,2.06,0.0,not measured in IFCT 2017
Q003,"Lobster, brown",Thenus orientalis,Marine Shellfish,1,69.8,81.48,15.96,0.56,0.0,0.0,0.77,73.06,1.16,45.34,223.0,212.0,140.0,0.0,0.01,0.01,0.63,216.0,0.0,1.83,0.78,1.35,0.0,not measured in IFCT 2017
Q004,"Lobster, king size",Thenus orientalis,Marine Shellfish,1,89.6,77.77,18.54,0.78,0.0,0.0,0.35,66.44,1.92,50.16,261.0,315.0,191.0,0.0,0.01,0.02,1.87,156.0,0.0,15.02,0.19,0.52,0.0,not measured in IFCT 2017
Q005,Mud crab,Scylla tranquebarica,Marine Shellfish,1,45.4,83.1,10.0,0.55,0.0,0.0,0.87,201.0,3.3,46.92,153.0,227.0,305.0,0.0,0.06,0.14,0.6,180.0,0.0,8.33,0.94,2.34,0.0,not measured in IFCT 2017
Q006,Oyster,Crassostrea sp.,Marine Shellfish,1,60.2,82.5,9.51,2.44,0.0,0.0,0.9,126.0,7.35,22.24,170.0,122.0,41.01,0.0,0.06,0.07,0.71,145.0,0.0,25.36,0.82,1.11,0.0,not measured in IFCT 2017
Q007,"Tiger prawns, brown",Solenocera crassicornis,Marine Shellfish,1,65.2,82.41,14.85,0.56,0.0,0.0,0.73,37.81,1.1,45.93,189.0,141.0,188.0,0.0,0.01,0.03,1.03,104.0,0.0,1.24,1.18,3.04,0.0,not measured in IFCT 2017
Q008,"Tiger Prawns, orange",Penaeus monodon,Marine Shellfish,1,64.5,81.48,14.25,0.74,0.0,0.0,0.39,71.89,1.16,30.5,191.0,140.0,61.05,0.0,0.03,0.03,1.18,112.0,0.0,6.55,1.62,2.87,0.0,not measured in IFCT 2017
R001,"Clam, green shell",Perna viridis,Marine Mollusks,1,58.1,80.07,12.14,0.98,0.0,0.0,1.01,121.0,1.64,73.64,128.0,152.0,322.0,0.0,0.06,0.1,0.96,96.0,0.0,29.04,0.86,2.7,0.0,not measured in IFCT 2017
R002,"Clam, white shell, ribbed",Meretrix meretrix,Marine Mollusks,1,59.8,80.27,11.82,1.34,0.0,0.0,0.94,50.0,1.16,86.64,192.0,245.0,404.0,0.0,0.06,0.11,0.9,108.0,0.0,8.5,2.08,1.21,0.0,not measured in IFCT 2017
R003,Octopus,Octopus vulgaris,Marine Mollusks,1,79.8,80.45,14.71,1.12,0.0,0.0,1.08,22.1,4.07,50.92,131.0,181.0,230.0,0.0,0.05,0.05,1.18,87.71,0.0,28.0,0.43,0.66,0.0,not measured in IFCT 2017
R004,"Squid, black",Loligo sp.,Marine Mollusks,1,80.1,80.59,16.1,1.07,0.0,0.0,0.5,22.98,1.24,41.99,173.0,162.0,179.0,0.0,0.02,0.04,1.04,236.0,0.0,2.55,0.57,0.68,0.0,not measured in IFCT 2017
R005,"Squid, hard shell",Sepia pharaonis,Marine Mollusks,1,76.5,80.52,16.82,0.93,0.0,0.0,0.62,8.73,1.3,35.46,173.0,116.0,99.14,0.0,0.02,0.02,0.65,41.5,0.0,1.93,0.78,0.55,0.0,not measured in IFCT 2017
R006,"Squid, red",Loligo duvauceli,Marine Mollusks,2,78.6,80.85,16.25,1.44,0.0,0.0,0.26,14.15,0.95,35.74,167.0,134.0,121.0,0.0,0.03,0.02,0.71,101.0,0.0,4.72,1.05,0.47,0.0,not measured in IFCT 2017
R007,"Squid, white, small",Uroteuthis duvauceli,Marine Mollusks,1,84.4,79.38,17.41,1.15,0.0,0.0,0.39,36.46,1.64,38.53,151.0,134.0,154.0,0.0,0.01,0.03,0.71,118.0,0.0,8.55,0.55,0.66,0.0,not measured in IFCT 2017
S001,Cat fish,Tandanus tandanus,Fresh Water Fish and Shellfish,2,123.8,77.23,15.86,6.24,0.0,0.0,0.82,21.99,0.71,18.78,157.0,250.0,28.29,0.0,0.01,0.07,1.74,114.0,0.0,13.59,1.37,0.38,0.0,not measured in IFCT 2017
S002,Catla,Catla catla,Fresh Water Fish and Shellfish,6,94.2,78.43,17.94,2.15,0.0,0.0,1.14,43.53,0.68,25.58,182.0,301.0,36.56,0.0,0.01,0.03,2.21,116.0,0.0,4.32,1.9,2.35,0.0,not measured in IFCT 2017
S003,Fresh water Eel,Anguilla anguilla,Fresh Water Fish and Shellfish,1,107.8,75.57,20.41,2.63,0.0,0.0,1.54,52.99,2.23,42.5,361.0,450.0,88.67,0.0,0.0,0.31,2.3,106.0,0.0,866.0,3.81,1.8,0.0,not measured in IFCT 2017
S004,Gold fish,Carassius auratus,Fresh Water Fish and Shellfish,1,94.6,79.07,16.91,2.94,0.0,0.0,0.76,47.89,1.69,21.66,185.0,243.0,27.53,0.0,0.0,0.05,1.86,225.0,0.0,22.95,0.21,2.1,0.0,not measured in IFCT 2017
S005,Pangas,Pangasianodon hypophthalmus,Fresh Water Fish and Shellfish,2,203.6,68.5,17.12,16.77,0.0,0.0,0.69,11.19,0.69,25.09,179.0,282.0,37.42,0.0,0.0,0.05,1.28,229.0,0.0,14.59,0.2,2.8,0.0,not measured in IFCT 2017
S006,Rohu,Labeo rohita,Fresh Water Fish and Shellfish,6,102.3,76.34,19.71,2.39,0.0,0.0,1.04,39.37,0.8,26.53,200.0,303.0,35.56,0.0,0.0,0.04,2.33,240.0,0.0,3.87,0.84,2.4,0.0,not measured in IFCT 2017
S007,Crab,Pachygrapsus sp.,Fresh Water Fish and Shellfish,1,78.2,80.58,13.23,0.89,0.0,0.0,1.1,199.0,2.49,66.77,208.0,286.0,280.0,0.0,0.01,0.11,1.54,202.0,0.0,12.55,1.2,4.85,0.0,not measured in IFCT 2017
S008,"Prawns, big",Macrobrachium rosenbergii,Fresh Water Fish and Shellfish,3,90.8,77.43,19.24,0.52,0.0,0.0,0.78,48.55,1.44,39.25,237.0,269.0,849.0,0.0,0.0,0.02,1.31,186.0,0.0,3.56,0.35,2.85,0.0,not measured in IFCT 2017
S009,"Prawns, small",Macrobrachium sp.,Fresh Water Fish and Shellfish,6,71.0,82.58,13.07,0.78,0.0,0.0,0.87,67.99,0.87,26.91,192.0,224.0,77.71,0.0,0.01,0.03,0.54,207.0,0.0,2.78,0.95,1.75,0.0,not measured in IFCT 2017
S010,Tiger prawns,Macrobrachium sp.,Fresh Water Fish and Shellfish,2,67.9,83.24,14.24,0.66,0.0,0.0,0.84,57.9,1.02,22.94,155.0,149.0,80.77,0.0,0.01,0.04,1.28,216.0,0.0,0.55,1.34,1.65,0.0,not measured in IFCT 2017
T001,Coconut oil,Cocos nucifera,Edible Oils and Fats,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T002,Corn oil,Zea mays,Edible Oils and Fats,1,0.0,0.0,0.0,100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T003,Cotton seed oil,Gossypium spp.,Edible Oils and Fats,1,0.0,0.0,0.0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T004,Gingelly oil,Sesamum indicum,Edible Oils and Fats,6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T005,Groundnut oil,Arachis hypogaea,Edible Oils and Fats,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T006,Mustard oil,Brassica spp.,Edible Oils and Fats,6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T007,Palm oil,Elaeis guineensis,Edible Oils and Fats,4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T008,Rice bran oil,Oryza sativa,Edible Oils and Fats,5,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T009,Safflower oil,Carthamus tinctorius,Edible Oils and Fats,1,0.0,0.0,0.0,100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T010,Safflower oil (blended),,Edible Oils and Fats,4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T011,Soyabean oil,Glycine max,Edible Oils and Fats,6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T012,Sunflower oil,Helianthus annuus,Edible Oils and Fats,6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T013,Ghee,,Edible Oils and Fats,6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
T014,Vanaspati,,Edible Oils and Fats,6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not measured in IFCT 2017
